,Title,Area,Location,Bookmarks,Positive Review,Negative Review,Net Positive Review,Review Count,Rating,PriceRange,Genre,Food,Street,addr
1882,Mori Sushi and Bento Take Out 森日式外賣專門店,North Point,"Shop 4B, G/F, Metropole Building, 416-436 King's Road, North Point",134.0,2.0,0.0,2.0,3,gp3,25,"  Japanese ,  Ramen  ",  Ramen  , 416-436 King's Road,416-436 King's Road North Point
1883,Sushi Mori Tomoaki (Moved),North Point,"Shop D, G/F, Seabright Plaza, 8-23 Shell Street, North Point",4075.0,17.0,6.0,11.0,34,gp2,1000,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 8-23 Shell Street,8-23 Shell Street North Point
1884,Omu Mama (Moved),North Point,"Shop NP-13-006, Yata Supermarket, B1/F, Harbour North Phase 2, 123 Java Road, North Point",163.0,20.0,0.0,20.0,22,gp3,25,"  Japanese ,  Fast Food  ",  Fast Food  , 123 Java Road,123 Java Road North Point
1885,Yuki Japanese Restaurant 雪日本料理 (Moved),North Point,"Shop A, G/F, Powing Bldg, 6-16 Shell Street,, North Point",66.0,8.0,6.0,2.0,16,gp3,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  ,,North Point
1886,Ue Sushi 上壽司 (Moved),North Point,"Shop 2-3, G/F, Wah Hing Building, 449-455 King's Road, North Point",41.0,7.0,4.0,3.0,20,gp3,25,"  Japanese ,  Ramen  ",  Ramen  , 449-455 King's Road,449-455 King's Road North Point
1887,Kaneko Hannosuke (Citygate) 金子半之助 (東薈城),Tung Chung,"Shop 101A, 1/F, Citygate Outlets, 20 Tat Tung Road, Tung Chung",4354.0,99.0,7.0,92.0,144,gp1,75,"  Japanese ,  Wine  ",  Wine  , 20 Tat Tung Road,20 Tat Tung Road Tung Chung
1888,HK Gyu-Kaku Jinan-Bou (Citygate) 牛角次男坊 (東薈城),Tung Chung,"Shop 706, 7/F, Phase 2, Citygate, 20 Tat Tung Road, Tung Chung",5549.0,74.0,4.0,70.0,139,gp1,75,"  Japanese ,  Salt & Sugar Reduction Restaurant  ",  Salt & Sugar Reduction Restaurant  , 20 Tat Tung Road,20 Tat Tung Road Tung Chung
1889,Hana 鍋處,Tung Chung,"Shop 317, 3/F, Citygate Outlets, 20 Tat Tung Road, Tung Chung",5108.0,72.0,13.0,59.0,117,gp1,150,"  Japanese ,  Hot Pot  ",  Hot Pot  , 20 Tat Tung Road,20 Tat Tung Road Tung Chung
1890,Tonkotsu 8 by 三田製麵所 (香港國際機場機場一號客運大樓),Chek Lap Kok,"(Non-Restricted Area) Arrivals Hall,  Arrivals Level, 5/F, HKIA Terminal 1, Hong Kong International Airport, 1 Cheong Tat Road, Chek Lap Kok",586.0,53.0,6.0,47.0,88,gp2,75,"  Japanese ,  Ramen  ",  Ramen  , 1 Cheong Tat Road,1 Cheong Tat Road Chek Lap Kok
1891,QUE (東薈城),Tung Chung,"Shop 284-285, 2/F, Citygate, 20 Tat Tung Road, Tung Chung",2551.0,42.0,1.0,41.0,61,gp2,150,"  Japanese ,  Yoshoku  ",  Yoshoku  , 20 Tat Tung Road,20 Tat Tung Road Tung Chung
1892,Mtea 茶山,Cheung Chau,"G/F, 45 San Hing Street, Cheung Chau",2089.0,24.0,0.0,24.0,28,gp2,25,"  Japanese ,  Dessert  ",  Dessert  , 45 San Hing Street,45 San Hing Street Cheung Chau
1893,Chaya Daruma 茶屋達磨,Peng Chau,"G/F, 40 Wing On Street, Peng Chau",332.0,33.0,2.0,31.0,35,gp2,25,"  Japanese ,  Coffee Shop  ",  Coffee Shop  , 40 Wing On Street,40 Wing On Street Peng Chau
1894,L.D.K. by Ufufu Café,Tung Chung,"Shop 707, 7/F, Phase 2, Citygate, 20 Tat Tung Road, Tung Chung",1284.0,18.0,4.0,14.0,42,gp2,150,"  Japanese ,  Coffee Shop  ",  Coffee Shop  , 20 Tat Tung Road,20 Tat Tung Road Tung Chung
1895,Wow Tea 犬茶,Cheung Chau,"G/F, 6 Kin San Lane, Cheung Chau",1207.0,27.0,0.0,27.0,38,gp2,25,"  Japanese ,  Taiwanese Drink  ",  Taiwanese Drink  , 6 Kin San Lane,6 Kin San Lane Cheung Chau
1896,KYO Watami (Citygate) 饗和民 (東薈城),Tung Chung,"Shop B1-B13, B1/F, Citygate Outlets, 20 Tat Tung Road, Tung Chung",4946.0,31.0,17.0,14.0,88,gp2,150,"  Japanese ,  Hot Pot  ",  Hot Pot  , 20 Tat Tung Road,20 Tat Tung Road Tung Chung
1897,Hometown Members Club 故鄉俱樂部,Cheung Chau,"G/F 17 Cheung Chau Church Road, Cheung Chau",3851.0,205.0,25.0,180.0,351,gp1,25,"  Japanese ,  Snack Shop & Deli  ",  Snack Shop & Deli  ,G/F 17 Cheung Chau Church Road,G/F 17 Cheung Chau Church Road Cheung Chau
1898,Nabe Urawa (Citygate) 牛気 (東薈城),Tung Chung,"Shop 119, 1/F, Citygate, 20 Tat Tung Road, Tung Chung",5101.0,21.0,3.0,18.0,53,gp2,150,"  Japanese ,  Buffet  ",  Buffet  , 20 Tat Tung Road,20 Tat Tung Road Tung Chung
1899,Oreryu Shio Ramen (Citygate) 俺流塩らーめん (東薈城),Tung Chung,"Shop 306, 3/F, Citygate, 20 Tat Tung Road, Tung Chung",2303.0,16.0,4.0,12.0,45,gp2,75,"  Japanese ,  Ramen  ",  Ramen  , 20 Tat Tung Road,20 Tat Tung Road Tung Chung
1900,Kyoudai Izakaya 兄弟居酒屋,Cheung Chau,"G/F, 108 Tai San Back Street, Cheung Chau",856.0,16.0,0.0,16.0,21,gp2,75,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 108 Tai San Back Street,108 Tai San Back Street Cheung Chau
1901,Ajisen Ramen (Fu Tung Estate) 味千拉麵 (富東邨),Tung Chung,"Shop 2-3, G/F, Fu Tung Shopping Centre, Fu Tung Estate, Tung Chung",599.0,16.0,1.0,15.0,52,gp2,75,"  Japanese ,  Ramen  ",  Ramen  , Fu Tung Estate,Fu Tung Estate Tung Chung
1902,Ippudo HK (Citygate) 一風堂 (東薈城),Tung Chung,"Shop 603, 6/F, Citygate, 20 Tat Tung Road, Tung Chung",1351.0,7.0,0.0,7.0,18,gp2,150,"  Japanese ,  Ramen  ",  Ramen  , 20 Tat Tung Road,20 Tat Tung Road Tung Chung
1903,Matsuzaka Express 松坂壽司麵食鐵板燒,Lantau Island,"Shop 6, Ngong Ping Village, Lantau Island",120.0,11.0,1.0,10.0,26,gp3,75,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , Ngong Ping Village,Ngong Ping Village Lantau Island
1904,瀛窩居,Cheung Chau,"G/F, 13 Kin San Lane, Cheung Chau",539.0,9.0,1.0,8.0,15,gp3,75,"  Japanese ,  Hot Pot  ",  Hot Pot  , 13 Kin San Lane,13 Kin San Lane Cheung Chau
1905,Airport Izakaya 空港居酒屋,Chek Lap Kok,"G/F, Regal Airport Hotel, 9 Cheong Tat Road, Chek Lap Kok",969.0,23.0,5.0,18.0,32,gp2,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 9 Cheong Tat Road,9 Cheong Tat Road Chek Lap Kok
1906,和屋,Cheung Chau,"Shop B, G/F, 106 San Hing Street, Cheung Chau",370.0,6.0,0.0,6.0,19,gp3,25,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 106 San Hing Street,106 San Hing Street Cheung Chau
1907,Hoi Chi Yat Japanese Restaurant 海之日日本料理,Cheung Chau,"G/F, 144 Tai San Back Street, Cheung Chau",206.0,4.0,1.0,3.0,9,gp3,75,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 144 Tai San Back Street,144 Tai San Back Street Cheung Chau
1908,La Creation & Châteraisé,Discovery Bay,"Shop G05, GF,  D'Deck, Discovery Bay",482.0,14.0,2.0,12.0,23,gp3,25,"  Japanese ,  Bakery  ",  Bakery  ,  D'Deck,D'Deck Discovery Bay
1909,到此一遊,Cheung Chau,"G/F, 6 San Kai Shi Lane, Cheung Chau",301.0,2.0,0.0,2.0,4,gp3,25,"  Japanese ,  Snack Shop & Deli  ",  Snack Shop & Deli  , 6 San Kai Shi Lane,6 San Kai Shi Lane Cheung Chau
1910,Oneday,Cheung Chau,"G/F, 22 Tsan Tuen Road, Cheung Chau",420.0,3.0,2.0,1.0,6,gp3,150,"  Japanese ,  Private Kitchen  ",  Private Kitchen  , 22 Tsan Tuen Road,22 Tsan Tuen Road Cheung Chau
1911,Little Brother,Lantau Island,"GF, Block 10, Silverview Centre, 8 Ngan Kwung Wan Road, Mui Wo, Lantau Island",102.0,1.0,0.0,1.0,1,gp3,75,"  Japanese ,  Vegetarian  ",  Vegetarian  , Mui Wo,Mui Wo Lantau Island
1912,La Creation Premium,Discovery Bay,"Shop G62, G/F, Discovery Bay Plaza, 8-12 Plaza Lane, Discovery Bay",46.0,1.0,0.0,1.0,1,gp3,25,"  Japanese ,  Bakery  ",  Bakery  , 8-12 Plaza Lane,8-12 Plaza Lane Discovery Bay
1913,Yummy House 滋味屋,Cheung Chau,"No.77 G/F Tai San Street, Cheung Chau",43.0,2.0,0.0,2.0,4,gp3,25,"  Japanese ,  Ramen  ",  Ramen  ,No.77 G/F Tai San Street,No.77 G/F Tai San Street Cheung Chau
1914,Blue Bird Japanese Restaurant 青鳥居酒屋,Lamma Island,"G/F, No. 24 Main Street, Yung Shue Wan, Lamma Island",134.0,16.0,4.0,12.0,25,gp3,150,"  Japanese ,  Noodles/Rice Noodles  ",  Noodles/Rice Noodles  , Yung Shue Wan,Yung Shue Wan Lamma Island
1915,榕樹棧,Cheung Chau,"G/F, 81 Ching Lung Street, Cheung Chau",30.0,6.0,3.0,3.0,12,gp3,25,"  Japanese ,  Snack Shop & Deli  ",  Snack Shop & Deli  , 81 Ching Lung Street,81 Ching Lung Street Cheung Chau
1916,Crystal Land & Ice-cream House 水晶雪糕屋,Cheung Chau,"G/F, 2 Shun Hing Hou Street, Cheung Chau",34.0,1.0,0.0,1.0,1,gp3,25,"  Japanese ,  Ice Cream/yogurt  ",  Ice Cream/yogurt  , 2 Shun Hing Hou Street,2 Shun Hing Hou Street Cheung Chau
1917,Chaya Daruma 茶屋達磨 (Moved),Peng Chau,"G/F, 38 Peng Chau Wing On Street, Peng Chau",596.0,9.0,0.0,9.0,14,gp3,25,"  Japanese ,  Coffee Shop  ",  Coffee Shop  , 38 Peng Chau Wing On Street,38 Peng Chau Wing On Street Peng Chau
1918,Hoi Chi Yat Japanese Restaurant 海之日日本料理 (Moved),Cheung Chau,"G/F, 13 Kin San Lane, Cheung Chau",101.0,12.0,4.0,8.0,23,gp3,75,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 13 Kin San Lane,13 Kin San Lane Cheung Chau
1919,到此一遊 (Moved),Cheung Chau,"G/F., 103 Tai Sun Back Street, Cheung Chau",211.0,4.0,0.0,4.0,14,gp3,25,"  Japanese ,  Snack Shop & Deli  ",  Snack Shop & Deli  , 103 Tai Sun Back Street,103 Tai Sun Back Street Cheung Chau
1920,Tea House Betsutenjin 茶房別天神,Tai Koo,"Shop 202, 2/F, AEON, Kornhill Plaza South, 1-2 Kornhill Road, Tai Koo",1960.0,194.0,7.0,187.0,228,gp1,75,"  Japanese ,  Cake  ",  Cake  , 1-2 Kornhill Road,1-2 Kornhill Road Tai Koo
1921,SENSU (太古城中心),Tai Koo,"Shop TKS-02, G/F, Apita, Cityplaza 2, 18 Taikoo Shing Road, Tai Koo",2747.0,46.0,4.0,42.0,60,gp2,150,"  Japanese ,  Yoshoku  ",  Yoshoku  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1922,Kyo Hayashiya (Ming Kung Mansion) 京林屋 (明宮閣),Tai Koo,"Shop G406, G/F, Ming Kung Mansion, 22 Tai Koo Shing Road, Taikoo Shing, Tai Koo",4222.0,205.0,7.0,198.0,253,gp1,75,"  Japanese ,  Dessert  ",  Dessert  , Taikoo Shing,Taikoo Shing Tai Koo
1923,On-Yasai (Cityplaza) 温野菜 (太古城中心),Tai Koo,"Shop 309, 3/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",2844.0,31.0,5.0,26.0,66,gp2,150,"  Japanese ,  Hot Pot  ",  Hot Pot  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1924,Rakuraku Ramen (Kornhill Plaza) Rakuraku 樂拉麵 (康怡廣場),Tai Koo,"Shop F10, 1/F, Kornhill Plaza North, 1-2 Kornhill Road, Tai Koo",2022.0,46.0,6.0,40.0,86,gp2,75,"  Japanese ,  Ramen  ",  Ramen  , 1-2 Kornhill Road,1-2 Kornhill Road Tai Koo
1925,Yaki ANA (Kornhill Plaza) 穴 (康怡廣場),Tai Koo,"Shop G9-G11, G/F, Kornhill Plaza, 1 Kornhill Road, Tai Koo",1185.0,20.0,2.0,18.0,26,gp2,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 1 Kornhill Road,1 Kornhill Road Tai Koo
1926,LOG-ON Café,Tai Koo,"Shop 260-261, 2/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",2217.0,59.0,8.0,51.0,122,gp2,150,"  Japanese ,  Yoshoku  ",  Yoshoku  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1927,Ichikawa Japanese Restaurant 市川日本料理,Tai Koo,"Shop 262, 2/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",3840.0,59.0,15.0,44.0,126,gp2,300,"  Japanese ,  Ramen  ",  Ramen  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1928,萬丸鐵板燒,Tai Koo,"Shop 16-01, G/F, AEON, Kornhill Plaza, 1-2 Kornhill Road, Tai Koo",140.0,23.0,3.0,20.0,27,gp3,150,"  Japanese ,  Teppanyaki  ",  Teppanyaki  , 1-2 Kornhill Road,1-2 Kornhill Road Tai Koo
1929,APITA Eatery,Tai Koo,"B1/F, Cityplaza2, 18 Taikoo Shing Road, Tai Koo",152.0,37.0,0.0,37.0,38,gp2,75,"  Japanese ,  Food Court  ",  Food Court  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1930,Enbuya 炎舞家,Tai Koo,"Shop G1014-G1015, G/F, Yiu Sing Mansion, 14 taikoo shing road, Tai Koo",449.0,15.0,2.0,13.0,20,gp2,300,"  Japanese ,  Roast Meat  ",  Roast Meat  , 14 taikoo shing road,14 taikoo shing road Tai Koo
1931,Butao Ramen (Yuan Kung Mansion) 豚王 (元宮閣),Tai Koo,"Shop G404, G/F, Yuan Kung Mansion, 20 Taikoo Shing Road, Taikoo Shing, Tai Koo",1698.0,24.0,3.0,21.0,45,gp2,75,"  Japanese ,  Ramen  ",  Ramen  , Taikoo Shing,Taikoo Shing Tai Koo
1932,Gyu-Kaku (Kornhill Plaza) 牛角日本燒肉專門店 (康怡廣場),Tai Koo,"Shop S37-S38, 2/F, Kornhill Plaza, 1-2 Kornhill Road, Tai Koo",1899.0,8.0,0.0,8.0,16,gp2,300,"  Japanese ,  Roast Meat  ",  Roast Meat  , 1-2 Kornhill Road,1-2 Kornhill Road Tai Koo
1933,Chateraise (太古城中心),Tai Koo,"Apita, B1/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",1363.0,17.0,0.0,17.0,30,gp2,75,"  Japanese ,  Bakery  ",  Bakery  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1934,sen-ryo (Tai Koo Shing) 千両 (太古城),Tai Koo,"Shop G504, G509, T504 & T505, G-T/F, Po On Mansion, 1 Tai Yue Avenue, Taikoo Shing, Tai Koo",2450.0,20.0,1.0,19.0,48,gp2,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , Taikoo Shing,Taikoo Shing Tai Koo
1935,Marugame Seimen (Kornhill Plaza) 丸亀製麵 (康怡廣場),Tai Koo,"Shop 39A & 39B, 2/F, Kornhill Plaza, 1-2 Kornhill Road, Tai Koo",2315.0,14.0,4.0,10.0,42,gp2,75,"  Japanese ,  Udon  ",  Udon  , 1-2 Kornhill Road,1-2 Kornhill Road Tai Koo
1936,Mutsumiya 六味屋,Tai Koo,"Shop G1018, G/F, Kam Sing Mansion, 3 Tai Fung Avenue, Taikoo Shing, Tai Koo",456.0,6.0,0.0,6.0,8,gp3,75,"  Japanese ,  Ramen  ",  Ramen  , Taikoo Shing,Taikoo Shing Tai Koo
1937,Yokohama Men-taisho 橫濱麵大將,Tai Koo,"Apita, B1/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",666.0,19.0,2.0,17.0,36,gp2,25,"  Japanese ,  Ramen  ",  Ramen  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1938,Tonkatsu Ginza Bairin 銀座梅林,Tai Koo,"Shop G1019, Kam Sing Mansion, 3 Tai Fung Avenue, Taikoo Shing, Tai Koo",1944.0,19.0,6.0,13.0,45,gp2,150,"  Japanese ,  Curry  ",  Curry  , Taikoo Shing,Taikoo Shing Tai Koo
1939,Marugame Seimen (Cityplaza) 丸亀製麵 (太古城中心),Tai Koo,"Shop R, Apita, B1/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",2259.0,31.0,5.0,26.0,66,gp2,75,"  Japanese ,  Udon  ",  Udon  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1940,Butahage (Kornhill Plaza (North)) 豚丼のぶたはげ (康怡廣場北座),Tai Koo,"Shop G3, G/F, Kornhill Plaza (North), 1 Kornhill Road, Tai Koo",1584.0,4.0,2.0,2.0,12,gp3,75,"  Japanese ,  Food Wise Eateries  ",  Food Wise Eateries  , 1 Kornhill Road,1 Kornhill Road Tai Koo
1941,Tokyo Cafe & Kitchen 東京Kitchen,Tai Koo,"G/F, Aeon Style, Kornhill Plaza South, 1-2 Kornhill Road, Tai Koo",371.0,12.0,4.0,8.0,34,gp3,75,"  Japanese ,  Curry  ",  Curry  , 1-2 Kornhill Road,1-2 Kornhill Road Tai Koo
1942,Yataiya 狸屋台屋,Tai Koo,"Shop 1004-1005, G/F, Tien Sing Mansion, 1 Tai Wing Avenue,  Taikoo Shing, Tai Koo",1806.0,48.0,15.0,33.0,78,gp2,150,"  Japanese ,  Ramen  ",  Ramen  ,  Taikoo Shing,Taikoo Shing Tai Koo
1943,Itacho Sushi (Kornhill Plaza South) 板長壽司 (康怡廣場南座),Tai Koo,"Shop L302, 3/F, AEON, Kornhill Plaza South, 1-2 Kornhill Road, Tai Koo",797.0,11.0,4.0,7.0,33,gp2,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 1-2 Kornhill Road,1-2 Kornhill Road Tai Koo
1944,Saya 彩,Tai Koo,"Shop A, Apita, B1/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",205.0,6.0,1.0,5.0,8,gp3,75,"  Japanese ,  Yoshoku  ",  Yoshoku  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1945,MUJI (Cityplaza) 無印良品 (太古城中心),Tai Koo,"Shop 066-66A, G/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",116.0,4.0,1.0,3.0,6,gp3,25,"  Japanese ,  Snack Shop & Deli  ",  Snack Shop & Deli  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1946,Yamada Shabu Shabu 佐賀山田 · 涮涮鍋,Tai Koo,"Shop 2, 3/F, Kornhill Plaza North, 1-2 Kornhill Road, Tai Koo",81.0,1.0,0.0,1.0,2,gp3,300,"  Japanese ,  Hot Pot  ",  Hot Pot  , 1-2 Kornhill Road,1-2 Kornhill Road Tai Koo
1947,SP Tea & Treat,Tai Koo,"Shop 211A, 2/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",31.0,1.0,0.0,1.0,1,gp3,75,"  Japanese ,  Cake  ",  Cake  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1948,sen-ryo 千両 (Moved),Tai Koo,"Shop No.142B, 1/F, City Plaza one,18 Tai Koo Shing Road, Tai Koo",276.0,38.0,7.0,31.0,72,gp2,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  ,18 Tai Koo Shing Road,18 Tai Koo Shing Road Tai Koo
1949,KollaBo (Under Renovation),Tai Koo,"Shop G1015, G/F, Yiu Sing Mansion, Stage 10, Taikoo Shing, 18 Taikoo Shing Road, Tai Koo",1957.0,40.0,9.0,31.0,62,gp2,150,"  Japanese ,  Korean Fried Chicken  ",  Korean Fried Chicken  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1950,築地GINDACO (Under Renovation),Tai Koo,"Food Plaza, Apita, B/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",2306.0,93.0,7.0,86.0,144,gp2,75,"  Japanese ,  Snack Shop & Deli  ",  Snack Shop & Deli  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1951,Cafe Restaurant Kobe Kitanozaka 神戶北之板 (Under Renovation),Tai Koo,"Food Plaza, Apita, B1/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo",837.0,35.0,7.0,28.0,69,gp2,75,"  Japanese ,  Fast Food  ",  Fast Food  , 18 Taikoo Shing Road,18 Taikoo Shing Road Tai Koo
1952,Cafe Addict,Jordan,"G/F, 221 Nathan Road, Jordan",2133.0,116.0,1.0,115.0,127,gp2,75,"  Japanese ,  All Day Breakfast  ",  All Day Breakfast  , 221 Nathan Road,221 Nathan Road Jordan
1953,Kuma Ramen (Parkes Street) 熊拉麵 (白加士街),Jordan,"G/F, 8 Parkes Street, Jordan",14125.0,223.0,5.0,218.0,301,gp1,75,"  Japanese ,  Ramen  ",  Ramen  , 8 Parkes Street,8 Parkes Street Jordan
1954,Gyuugoku Stone Grill Steak (Pilkem Street) 牛極 (庇利金街),Jordan,"G/F, 53 Pilkem Street, Jordan",4372.0,156.0,2.0,154.0,175,gp1,75,"  Japanese ,  Teppanyaki  ",  Teppanyaki  , 53 Pilkem Street,53 Pilkem Street Jordan
1955,Hokkaido milk cake (Jordan) 北海道牛乳蛋糕 (佐敦),Jordan,"Shop G03, G/F, Chuang's Jordan Plaza, 219 Nathan Road, Jordan",1521.0,93.0,1.0,92.0,113,gp2,25,"  Japanese ,  Cake  ",  Cake  , 219 Nathan Road,219 Nathan Road Jordan
1956,Superdon Express スーパー丼 Express,Jordan,"Shop 1, LG/F, Eaton Food  Hall, Eaton Hong Kong, 380  Nathan Road, Jordan",2548.0,80.0,3.0,77.0,114,gp2,75,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 380  Nathan Road,380  Nathan Road Jordan
1957,Hare 晴舍,Jordan,"1/F, Arbour, 2 Tak Shing Street, Jordan",12811.0,37.0,10.0,27.0,86,gp1,150,"  Japanese ,  Izakaya  ",  Izakaya  , 2 Tak Shing Street,2 Tak Shing Street Jordan
1958,Waga Wagyu Burger,Jordan,"Shop B4, G/F, 1 Tak Hing Street, Jordan",431.0,53.0,0.0,53.0,54,gp2,75,"  Japanese ,  Hamburger  ",  Hamburger  , 1 Tak Hing Street,1 Tak Hing Street Jordan
1959,Bin Song Ting Japanese Restaurant 濱松町日本料理,Jordan,"Shop 2, G/F, Block A, Fortune Terrance, 4-16 Tak Shing Street, Jordan",2224.0,58.0,2.0,56.0,92,gp2,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 4-16 Tak Shing Street,4-16 Tak Shing Street Jordan
1960,Katsuo Udon (Eaton) 鰹烏冬 (逸東酒店),Jordan,"Shop 8, LG/F, Eaton Food Hall , Eaton Hong Kong, 380 Nathan Road, Jordan",3551.0,21.0,1.0,20.0,28,gp2,75,"  Japanese ,  Udon  ",  Udon  , 380 Nathan Road,380 Nathan Road Jordan
1961,龍亭,Jordan,"Shop A-D, G/F, 27-31 Ning Po Street, Jordan",178.0,38.0,0.0,38.0,39,gp2,600,"  Japanese ,  Teppanyaki  ",  Teppanyaki  , 27-31 Ning Po Street,27-31 Ning Po Street Jordan
1962,Ippudo HK (Eaton) 一風堂 (逸東酒店),Jordan,"Shop 1, G/F, Eaton HK, 380 Nathan Road, Jordan",1187.0,19.0,1.0,18.0,27,gp2,150,"  Japanese ,  Ramen  ",  Ramen  , 380 Nathan Road,380 Nathan Road Jordan
1963,boku no ramen 僕之拉麺,Jordan,"G/F, 6 Man Ying Street, Jordan",1489.0,15.0,1.0,14.0,25,gp2,75,"  Japanese ,  Ramen  ",  Ramen  , 6 Man Ying Street,6 Man Ying Street Jordan
1964,旬. 食事處,Jordan,"G/F, Parkes Building, 17-23 Parkes Street, Jordan",1230.0,25.0,1.0,24.0,39,gp2,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 17-23 Parkes Street,17-23 Parkes Street Jordan
1965,Ironyakiniku 鐵堂,Jordan,"G/F, 127 Parkes Street, Jordan",85.0,12.0,0.0,12.0,12,gp3,150,"  Japanese ,  Wine  ",  Wine  , 127 Parkes Street,127 Parkes Street Jordan
1966,kanba 神庭居酒屋,Jordan,"G/F, 88-90 Woosung Street, Jordan",156.0,9.0,1.0,8.0,11,gp3,300,"  Japanese ,  Izakaya  ",  Izakaya  , 88-90 Woosung Street,88-90 Woosung Street Jordan
1967,四國壽司爐端燒手打烏冬,Jordan,"Shop 5, G/F, 273-285 Temple Street, Jordan",2501.0,36.0,4.0,32.0,63,gp2,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 273-285 Temple Street,273-285 Temple Street Jordan
1968,CoCo Ichibanya (Eaton) CoCo壹番屋 (逸東酒店),Jordan,"Shop 7, LG/F, Eaton Food Hall , Eaton HK, 380 Nathan Road, Jordan",663.0,9.0,2.0,7.0,20,gp3,75,"  Japanese ,  Curry  ",  Curry  , 380 Nathan Road,380 Nathan Road Jordan
1969,Kyoichi Ramen 巨一麵堂,Jordan,"28 Cheong Lok Street, Jordan",2228.0,41.0,22.0,19.0,103,gp2,75,"  Japanese ,  Ramen  ",  Ramen  ,28 Cheong Lok Street,28 Cheong Lok Street Jordan
1970,Mu Sa Shi Ya Ma 武藏山,Jordan,"Shop C, G/F, 1 Tak Hing Street, Jordan",1209.0,17.0,6.0,11.0,40,gp2,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 1 Tak Hing Street,1 Tak Hing Street Jordan
1971,IKKAN＿SUSHI 一貫壽司刺身專門店,Jordan,"Shop 2, G/F, Wai Yip Building, 88 Wai Ching Street, Jordan",482.0,1.0,0.0,1.0,3,gp3,75,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 88 Wai Ching Street,88 Wai Ching Street Jordan
1972,熊媽小食,Jordan,"G/F, Parkes Residence, 91 Parkes Street, Jordan",13.0,1.0,0.0,1.0,1,gp3,25,"  Japanese ,  Snack Shop & Deli  ",  Snack Shop & Deli  , 91 Parkes Street,91 Parkes Street Jordan
1973,花田日式外賣專門店,Jordan,"Cooked Food Centre, 2/F, Kwun Chung Municipal Services Building, 17 Bowring Street, Jordan",32.0,1.0,0.0,1.0,1,gp3,25,"  Japanese ,  Hong Kong Style  ",  Hong Kong Style  , 17 Bowring Street,17 Bowring Street Jordan
1974,isarihatsu.sakanadon 漁初．魚丼 (Moved),Jordan,"G/F, 27-31 Ning Po Street, Jordan",794.0,94.0,2.0,92.0,106,gp2,75,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 27-31 Ning Po Street,27-31 Ning Po Street Jordan
1975,Haruka Japanese Restaurant 遙 (Moved),Jordan,"Shop C, 1 Tak Hing Street, Jordan",3320.0,68.0,5.0,63.0,88,gp1,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 1 Tak Hing Street,1 Tak Hing Street Jordan
